pkgname,pkgbase,repo,arch,pkgver,pkgrel,epoch,pkgdesc,url,filename,compressed_size,installed_size,build_date,last_update,flag_date,packager
"aspell-es","aspell-es","extra","x86_64","1.11","10","0","Spanish dictionary for aspell","http://aspell.net/","aspell-es-1.11-10-x86_64.pkg.tar.zst","489616","1465997","2024-07-04T14:37:02Z","2024-07-04T14:39:17.414Z","null","Antiz"
"aspell-fr","aspell-fr","extra","x86_64","0.50.3","11","0","French dictionary for aspell","http://aspell.net/","aspell-fr-0.50.3-11-x86_64.pkg.tar.zst","4790404","17761660","2024-07-11T23:42:10Z","2024-07-11T23:55:52.273Z","null","blakkheim"
"aspell-hu","aspell-hu","extra","x86_64","0.99.4.2","7","0","Hungarian spellcheck dictionary for aspell","http://aspell.net/","aspell-hu-0.99.4.2-7-x86_64.pkg.tar.zst","1727568","7098636","2024-09-06T19:06:18Z","2024-09-06T19:08:55.684Z","null","arojas"
"aspell-it","aspell-it","extra","any","2.4_20070901","2","0","Italian dictionary for aspell","http://aspell.net/","aspell-it-2.4_20070901-2-any.pkg.tar.zst","736730","2249407","2024-07-04T14:37:39Z","2024-07-04T14:39:16.491Z","null","Antiz"
"aspell-nb","aspell-nb","extra","any","0.50.1","4","0","Norwegian Bokmål dictionary for aspell","https://aspell.net/","aspell-nb-0.50.1-4-any.pkg.tar.zst","3260358","11039601","2024-07-11T23:43:04Z","2024-07-11T23:55:48.817Z","null","blakkheim"
"aspell-nl","aspell-nl","extra","any","0.50.2","8","0","Dutch dictionary for aspell","https://aspell.net/","aspell-nl-0.50.2-8-any.pkg.tar.zst","1594386","4430750","2024-07-11T23:43:42Z","2024-07-11T23:55:49.230Z","null","blakkheim"
"aspell-nn","aspell-nn","extra","any","0.50.1","7","0","Norwegian Nynorsk dictionary for aspell","https://aspell.net/","aspell-nn-0.50.1-7-any.pkg.tar.zst","2044459","6321206","2024-07-11T23:44:15Z","2024-07-11T23:55:49.650Z","null","blakkheim"
"aspell-pl","aspell-pl","extra","any","20240901","1","0","Polish dictionary for aspell","https://www.sjp.pl/slownik/en/","aspell-pl-20240901-1-any.pkg.tar.zst","2721775","8688240","2024-09-06T07:08:29Z","2024-09-06T07:10:27.153Z","null","arojas"
"aspell-pt","aspell-pt","extra","x86_64","20220621","2","0","Portuguese and Brazilian Portuguese dictionary for aspell","http://aspell.net/","aspell-pt-20220621-2-x86_64.pkg.tar.zst","11643448","54094537","2024-09-06T19:06:44Z","2024-09-06T19:08:56.137Z","null","arojas"
"aspell-ru","aspell-ru","extra","x86_64","0.99f7.1","2","0","Russian dictionary for aspell","http://aspell.net","aspell-ru-0.99f7.1-2-x86_64.pkg.tar.zst","1564943","5904336","2024-07-04T09:50:42Z","2024-07-04T09:52:52.302Z","null","alerque"
"aspell-sv","aspell-sv","extra","x86_64","0.51","5","0","Swedish dictionary for aspell","http://aspell.net/","aspell-sv-0.51-5-x86_64.pkg.tar.zst","1082131","3521579","2024-07-04T23:04:47Z","2024-07-04T23:06:26.294Z","null","Antiz"
"aspell-uk","aspell-uk","extra","x86_64","1.8.0","4","0","Ukrainian dictionary for aspell","http://ispell-uk.sourceforge.net/","aspell-uk-1.8.0-4-x86_64.pkg.tar.zst","778675","2228612","2024-07-11T23:45:05Z","2024-07-11T23:55:52.695Z","null","blakkheim"
"aspell","aspell","extra","x86_64","0.60.8.1","2","0","A spell checker designed to eventually replace Ispell","http://aspell.net/","aspell-0.60.8.1-2-x86_64.pkg.tar.zst","697314","3492427","2024-01-29T23:05:27Z","2024-01-29T23:10:59.210Z","null","felixonmars"
"asplib","asplib","extra","x86_64","20160310.da66f51","5","0","Achim's Signal Processing LIBrary","https://github.com/AchimTuran/asplib","asplib-20160310.da66f51-5-x86_64.pkg.tar.zst","12497","46559","2024-07-05T00:16:08Z","2024-07-05T00:17:44.547Z","null","Antiz"
"aspnet-runtime-6.0","dotnet-core-6.0","extra","x86_64","6.0.35.sdk135","1","0","The ASP.NET Core runtime","https://www.microsoft.com/net/core","aspnet-runtime-6.0-6.0.35.sdk135-1-x86_64.pkg.tar.zst","7106533","20296874","2024-10-08T21:03:59Z","2024-10-28T17:54:25.148Z","null","alucryd"
"aspnet-runtime-7.0","dotnet-core-7.0","extra","x86_64","7.0.20.sdk120","1","0","The ASP.NET Core runtime","https://www.microsoft.com/net/core","aspnet-runtime-7.0-7.0.20.sdk120-1-x86_64.pkg.tar.zst","7570094","21782282","2024-05-31T02:17:15Z","2024-06-04T16:04:40.084Z","null","alucryd"
"aspnet-runtime","dotnet-core","extra","x86_64","8.0.10.sdk110","1","0","The ASP.NET Core runtime","https://dotnet.microsoft.com","aspnet-runtime-8.0.10.sdk110-1-x86_64.pkg.tar.zst","8212811","24013719","2024-10-09T04:40:35Z","2024-10-28T17:54:25.646Z","2024-11-12T19:21:42.296Z","alucryd"
"aspnet-targeting-pack-6.0","dotnet-core-6.0","extra","x86_64","6.0.35.sdk135","1","0","The ASP.NET Core targeting pack","https://www.microsoft.com/net/core","aspnet-targeting-pack-6.0-6.0.35.sdk135-1-x86_64.pkg.tar.zst","1414689","11874613","2024-10-08T21:03:59Z","2024-10-28T17:54:26.194Z","null","alucryd"
"aspnet-targeting-pack-7.0","dotnet-core-7.0","extra","x86_64","7.0.20.sdk120","1","0","The ASP.NET Core targeting pack","https://www.microsoft.com/net/core","aspnet-targeting-pack-7.0-7.0.20.sdk120-1-x86_64.pkg.tar.zst","1532662","12709884","2024-05-31T02:17:15Z","2024-06-04T16:04:41.574Z","null","alucryd"
"aspnet-targeting-pack","dotnet-core","extra","x86_64","8.0.10.sdk110","1","0","The ASP.NET Core targeting pack","https://dotnet.microsoft.com","aspnet-targeting-pack-8.0.10.sdk110-1-x86_64.pkg.tar.zst","1884775","15201352","2024-10-09T04:40:35Z","2024-10-28T17:54:26.708Z","2024-11-12T19:21:42.296Z","alucryd"
"assimp","assimp","extra","x86_64","5.4.2","1","0","Library to import various well-known 3D model formats in an uniform manner","https://github.com/assimp/assimp","assimp-5.4.2-1-x86_64.pkg.tar.zst","2607401","8670333","2024-07-21T19:53:55Z","2024-07-21T21:57:30.368Z","null","svenstaro"
"astroid","astroid","extra","x86_64","0.16","19","0","A graphical threads-with-tags style, lightweight and fast, e-mail client for Notmuch","https://github.com/astroidmail/astroid","astroid-0.16-19-x86_64.pkg.tar.zst","1123931","3655652","2024-11-07T15:12:59Z","2024-11-10T10:27:06.433Z","null","gromit"
"astromenace","astromenace","extra","x86_64","1.4.2","3","0","Hardcore 3D space shooter with spaceship upgrade possibilities","http://www.viewizard.com/astromenace/index_linux.php","astromenace-1.4.2-3-x86_64.pkg.tar.zst","55878103","117498225","2024-09-18T12:43:06Z","2024-09-18T12:50:29.741Z","null","svenstaro"
"astyle","astyle","extra","x86_64","3.6.2","1","0","A free, fast and small automatic formatter for C, C++, C#, and Java source code.","http://astyle.sourceforge.net/","astyle-3.6.2-1-x86_64.pkg.tar.zst","397874","1692464","2024-09-22T21:13:57Z","2024-09-22T21:44:33.906Z","null","grawlinson"
"asunder","asunder","extra","x86_64","3.0.1","2","0","a graphical CD ripper and encoder","http://littlesvr.ca/asunder/","asunder-3.0.1-2-x86_64.pkg.tar.zst","161191","599222","2024-07-04T12:01:37Z","2024-07-04T12:03:30.210Z","null","Antiz"
"asymptote","asymptote","extra","x86_64","2.94","1","0","A vector graphics language (like metapost)","http://asymptote.sourceforge.net/","asymptote-2.94-1-x86_64.pkg.tar.zst","2553717","9244064","2024-11-14T17:00:48Z","2024-11-14T17:06:10.933Z","null","arojas"
"at-spi2-core-docs","at-spi2-core","extra","x86_64","2.54.0","2","0","Protocol definitions and daemon for D-Bus at-spi (documentation)","https://gitlab.gnome.org/GNOME/at-spi2-core","at-spi2-core-docs-2.54.0-2-x86_64.pkg.tar.zst","1352365","10594870","2024-09-19T23:06:19Z","2024-09-20T00:11:48.860Z","null","heftig"
"at-spi2-core","at-spi2-core","extra","x86_64","2.54.0","2","0","Protocol definitions and daemon for D-Bus at-spi","https://gitlab.gnome.org/GNOME/at-spi2-core","at-spi2-core-2.54.0-2-x86_64.pkg.tar.zst","581612","4108198","2024-09-19T23:06:19Z","2024-09-20T00:11:48.185Z","null","heftig"
"at","at","extra","x86_64","3.2.5","4","0","AT and batch delayed command scheduling utility and daemon","https://salsa.debian.org/debian/at","at-3.2.5-4-x86_64.pkg.tar.zst","40579","95365","2024-07-23T18:24:32Z","2024-07-23T18:27:19.876Z","null","blakkheim"
"at51","at51","extra","x86_64","1.1.1","1","0","Applications for reverse engineering architecture 8051 firmware","https://github.com/8051Enthusiast/at51","at51-1.1.1-1-x86_64.pkg.tar.zst","713301","2018991","2024-09-26T12:29:32Z","2024-09-26T12:32:36.866Z","null","FFY00"
"atac","atac","extra","x86_64","0.18.1","1","0","A simple API client (postman like) in your terminal","https://github.com/Julien-cpsn/ATAC","atac-0.18.1-1-x86_64.pkg.tar.zst","4470293","13112018","2024-10-28T07:27:51Z","2024-10-28T07:34:01.241Z","null","orhun"
"atftp","atftp","extra","x86_64","0.8.0","4","0","Client/server implementation of the TFTP protocol that implements RFCs 1350, 2090, 2347, 2348, and 2349","https://sourceforge.net/projects/atftp/","atftp-0.8.0-4-x86_64.pkg.tar.zst","53562","141711","2024-07-23T16:54:49Z","2024-07-24T08:33:26.940Z","null","eworm"
"atkmm-2.36-docs","atkmm-2.36","extra","x86_64","2.36.3","1","0","C++ bindings for ATK (documentation)","https://www.gtkmm.org/","atkmm-2.36-docs-2.36.3-1-x86_64.pkg.tar.zst","591621","4050940","2024-01-27T12:22:20Z","2024-01-27T12:25:58.038Z","null","heftig"
"atkmm-2.36","atkmm-2.36","extra","x86_64","2.36.3","1","0","C++ bindings for ATK","https://www.gtkmm.org/","atkmm-2.36-2.36.3-1-x86_64.pkg.tar.zst","121487","613694","2024-01-27T12:22:20Z","2024-01-27T12:25:57.557Z","null","heftig"
"atkmm-docs","atkmm","extra","x86_64","2.28.4","1","0","C++ bindings for ATK (documentation)","https://www.gtkmm.org/","atkmm-docs-2.28.4-1-x86_64.pkg.tar.zst","630045","4627483","2024-01-27T12:22:00Z","2024-01-27T12:25:58.528Z","null","heftig"
"atkmm","atkmm","extra","x86_64","2.28.4","1","0","C++ bindings for ATK","https://www.gtkmm.org/","atkmm-2.28.4-1-x86_64.pkg.tar.zst","106465","571244","2024-01-27T12:22:00Z","2024-01-27T12:25:57.002Z","null","heftig"
"atomicparsley","atomicparsley","extra","x86_64","20240608.083822.1ed9031","1","0","Command line program for reading, parsing and setting metadata in MPEG-4 files","https://github.com/wez/atomicparsley","atomicparsley-20240608.083822.1ed9031-1-x86_64.pkg.tar.zst","110289","272496","2024-07-22T02:05:13Z","2024-07-22T02:07:44.479Z","null","polyzen"
"atomix","atomix","extra","x86_64","44.0","1","0","Puzzle game where you move atoms to build a molecule","https://wiki.gnome.org/Apps/Atomix","atomix-44.0-1-x86_64.pkg.tar.zst","461514","943213","2024-07-21T17:02:06Z","2024-07-21T17:06:41.535Z","null","heftig"
"atool","atool","extra","any","0.39.0","9","0","A script for managing file archives of various types","https://www.nongnu.org/atool","atool-0.39.0-9-any.pkg.tar.zst","25339","85808","2024-04-13T10:15:53Z","2024-04-13T10:17:38.115Z","null","alerque"
"atools","atools","extra","x86_64","20.2.2","4","0","APKBUILD and aports linter for Alpine Linux","https://gitlab.alpinelinux.org/Leo/atools","atools-20.2.2-4-x86_64.pkg.tar.zst","771587","2074381","2024-10-14T15:17:26Z","2024-10-14T16:12:58.947Z","null","Antiz"
"atop","atop","extra","x86_64","2.11.0","1","0","A system and process level monitor","https://www.atoptool.nl/","atop-2.11.0-1-x86_64.pkg.tar.zst","214408","880438","2024-07-27T10:01:49Z","2024-07-31T11:02:22.502Z","null","idevolder"
"atril","atril","extra","x86_64","1.28.0","3","0","A document viewer for MATE","https://mate-desktop.org","atril-1.28.0-3-x86_64.pkg.tar.zst","1553816","15537957","2024-09-08T15:49:01Z","2024-09-11T08:04:51.817Z","null","Antiz"
"attica","attica","extra","x86_64","6.8.0","1","0","Qt library that implements the Open Collaboration Services API","https://community.kde.org/Frameworks","attica-6.8.0-1-x86_64.pkg.tar.zst","754193","1827159","2024-11-08T15:21:12Z","2024-11-09T08:12:29.026Z","null","tcanabrava"
"attica5","attica5","extra","x86_64","5.116.0","1","0","Qt library that implements the Open Collaboration Services API","https://community.kde.org/Frameworks","attica5-5.116.0-1-x86_64.pkg.tar.zst","738844","1700893","2024-05-04T16:40:58Z","2024-05-19T16:52:14.014Z","null","arojas"
"attr","attr","core","x86_64","2.5.2","1","0","Extended attribute support library for ACL support","https://savannah.nongnu.org/projects/attr","attr-2.5.2-1-x86_64.pkg.tar.zst","70054","221188","2024-01-14T14:58:15Z","2024-01-16T10:16:53.781Z","null","eworm"
"atuin","atuin","extra","x86_64","18.3.0","1","0","Magical shell history","https://github.com/atuinsh/atuin","atuin-18.3.0-1-x86_64.pkg.tar.zst","6013915","18623105","2024-06-10T14:28:29Z","2024-06-10T14:39:58.095Z","null","alerque"
"aubio","aubio","extra","x86_64","0.4.9","20","0","A tool for extracting annotations from audio signals","https://aubio.org/","aubio-0.4.9-20-x86_64.pkg.tar.zst","371022","3919296","2024-10-10T14:09:01Z","2024-11-07T20:01:11.066Z","null","dvzrv"
"audacious-plugins","audacious-plugins","extra","x86_64","4.4.2","2","0","Plugins for Audacious","https://audacious-media-player.org/","audacious-plugins-4.4.2-2-x86_64.pkg.tar.zst","1568085","6974254","2024-11-03T20:56:02Z","2024-11-07T20:01:11.573Z","null","foutrelis"
"audacious","audacious","extra","x86_64","4.4.2","1","0","Lightweight, advanced audio player focused on audio quality","https://audacious-media-player.org/","audacious-4.4.2-1-x86_64.pkg.tar.zst","604073","2420167","2024-11-03T20:52:28Z","2024-11-03T20:54:38.939Z","null","foutrelis"
"audacity-docs","audacity","extra","x86_64","3.7.0","2","1","A program that lets you manipulate digital audio waveforms - documentation","https://audacityteam.org","audacity-docs-1:3.7.0-2-x86_64.pkg.tar.zst","24889347","34922818","2024-10-30T21:17:30Z","2024-10-31T13:25:51.560Z","null","gromit"
"audacity","audacity","extra","x86_64","3.7.0","2","1","A program that lets you manipulate digital audio waveforms","https://audacityteam.org","audacity-1:3.7.0-2-x86_64.pkg.tar.zst","9196154","40446573","2024-10-30T21:17:30Z","2024-10-31T13:25:50.915Z","null","gromit"
"audaspace","audaspace","extra","x86_64","1.5.0","3","0","A high level and feature rich audio library written in C++ with language bindings","https://audaspace.github.io/","audaspace-1.5.0-3-x86_64.pkg.tar.zst","1706367","3545502","2024-10-10T10:53:05Z","2024-11-07T20:01:12.104Z","null","svenstaro"
"audex","audex","extra","x86_64","24.08.3","1","0","Tool for ripping compact discs","https://apps.kde.org/audex/","audex-24.08.3-1-x86_64.pkg.tar.zst","731371","2539270","2024-11-05T14:36:34Z","2024-11-07T13:57:18.594Z","null","arojas"
"audio-convert","audio-convert","extra","any","0.3.1.1","10","0","A script with an easy to use interface to convert audio files: wav, mp3, ogg, flac, aac, mpc, ape and wma","https://savannah.nongnu.org/projects/audio-convert","audio-convert-0.3.1.1-10-any.pkg.tar.zst","10945","42242","2024-09-06T19:16:32Z","2024-09-06T19:18:20.615Z","null","arojas"
"audio-sharing","audio-sharing","extra","x86_64","0.2.4","2","0","Share current computer audio playback in the form of an RTSP stream","https://apps.gnome.org/AudioSharing/","audio-sharing-0.2.4-2-x86_64.pkg.tar.zst","699337","2208538","2024-10-16T00:31:45Z","2024-10-16T00:41:58.733Z","null","bgyorgy"
"audiocd-kio","audiocd-kio","extra","x86_64","24.08.3","1","0","Kioslave for accessing audio CDs","https://apps.kde.org/kio_audiocd/","audiocd-kio-24.08.3-1-x86_64.pkg.tar.zst","743977","2480350","2024-11-05T14:37:13Z","2024-11-07T13:57:19.095Z","null","arojas"
"audiofile","audiofile","extra","x86_64","0.3.6","9","0","Silicon Graphics Audio File Library","https://audiofile.68k.org/","audiofile-0.3.6-9-x86_64.pkg.tar.zst","147390","384328","2024-07-11T23:47:27Z","2024-07-11T23:55:53.958Z","null","blakkheim"
"audiotube","audiotube","extra","x86_64","24.08.3","1","0","Client for YouTube Music","https://apps.kde.org/audiotube/","audiotube-24.08.3-1-x86_64.pkg.tar.zst","505652","1543389","2024-11-05T14:37:52Z","2024-11-07T13:57:19.717Z","null","arojas"
"audit","audit","core","x86_64","4.0.2","2","0","Userspace components of the audit framework","https://people.redhat.com/sgrubb/audit","audit-4.0.2-2-x86_64.pkg.tar.zst","404637","1078498","2024-09-04T07:56:53Z","2024-09-04T20:18:08.944Z","null","dvzrv"
"augeas","augeas","extra","x86_64","1.14.1","3","0","A configuration editing tool that parses config files and transforms them into a tree","https://augeas.net","augeas-1.14.1-3-x86_64.pkg.tar.zst","547395","2205411","2024-10-26T11:28:24Z","2024-11-01T09:14:49.433Z","null","carsme"
"augustus","augustus","extra","x86_64","4.0.0","2","0","An enhanced re-implementation of Caesar III","https://github.com/Keriew/augustus","augustus-4.0.0-2-x86_64.pkg.tar.zst","12961822","16021203","2024-08-27T08:26:23Z","2024-08-27T08:30:11.412Z","null","grawlinson"
"aurpublish","aurpublish","extra","any","r43.g3b978be","2","0","PKGBUILD management/upload framework for the Arch User Repository","https://github.com/eli-schwartz/aurpublish","aurpublish-r43.g3b978be-2-any.pkg.tar.zst","8602","11616","2024-03-18T08:56:41Z","2024-03-18T08:58:35.916Z","null","alerque"
"auth-tarball-from-git","auth-tarball-from-git","extra","x86_64","0.2.0","2","0","Authenticate a tarball through a signed tag in a git repository (with reproducible builds)","https://github.com/kpcyrd/auth-tarball-from-git","auth-tarball-from-git-0.2.0-2-x86_64.pkg.tar.zst","690142","1972992","2024-07-11T23:49:42Z","2024-07-11T23:55:54.405Z","null","blakkheim"
"authenticator","authenticator","extra","x86_64","4.5.0","3","0","Simple application for generating two-factor authentication (2FA) codes","https://apps.gnome.org/Authenticator/","authenticator-4.5.0-3-x86_64.pkg.tar.zst","4034222","13504797","2024-10-15T07:38:01Z","2024-10-15T07:52:43.448Z","null","bgyorgy"
"authoscope","authoscope","extra","x86_64","0.8.1","3","0","Scriptable network authentication cracker","https://github.com/kpcyrd/authoscope","authoscope-0.8.1-3-x86_64.pkg.tar.zst","3163085","17000825","2024-07-11T23:48:22Z","2024-07-11T23:55:54.818Z","null","blakkheim"
"auto-multiple-choice","auto-multiple-choice","extra","x86_64","1.6.0","3","0","AMC is a piece of software that can help you creating and managing multiple choice questionnaires (MCQ), with automated marking. Answers sheets are formatted with LaTeX.","https://www.auto-multiple-choice.net/","auto-multiple-choice-1.6.0-3-x86_64.pkg.tar.zst","3867660","8922009","2024-06-21T22:03:21Z","2024-06-22T12:02:45.746Z","null","arojas"
